"word","sentiment"
"infinity","joy"
"infinity","positive"
"infinity","trust"
"lua de mel","negative"
"honra","fear"
"honra","negative"
"honroso","negative"
"capuz","negative"
"encapuzado","fear"
"encapuzado","negative"
"viciado","anger"
"viciado","fear"
"viciado","negative"
"viciado","sadness"
"assovio","fear"
"assovio","negative"
"assovio","sadness"
"esperança","negative"
"esperança","positive"
"esperançoso","positive"
"esperançoso","trust"
"sem esperança","negative"
"desesperança","trust"
"horda","positive"
"horizonte","negative"
"horóscopo","anger"
"horóscopo","negative"
"horrível","surprise"
"infrequently","negative"
"horrivelmente","negative"
"horrível","positive"
"inheritance","anticipation"
"inheritance","joy"
"inheritance","positive"
"inheritance","surprise"
"inheritance","trust"
"horrível","anger"
"horrível","disgust"
"horrível","negative"
"horrível","sadness"
"inhospitable","negative"
"inhospitable","sadness"
"horrorizado","anger"
"horrorizado","disgust"
"horrorizado","fear"
"horrorizado","negative"
"horrorizado","sadness"
"inhumanity","negative"
"inhumanity","sadness"
"horripilante","anger"
"horripilante","negative"
"horripilante","sadness"
"Horror","positive"
"Horror","trust"
"horrores","disgust"
"horrores","negative"
"cavalo","fear"
"hospício","negative"
"hospital","anger"
"hospital","fear"
"hospital","negative"
"hospital","sadness"
"hospitalidade","fear"
"hospitalidade","negative"
"hospitalidade","sadness"
"refém","anger"
"refém","fear"
"refém","negative"
"refém","sadness"
"hostil","anger"
"hostil","fear"
"hostil","negative"
"hostil","sadness"
"hostilidades","anger"
"hostilidades","negative"
"hostilidade","disgust"
"hostilidade","fear"
"hostilidade","negative"
"quente","positive"
"casa","positive"
"casa","trust"
"serviço de limpeza","positive"
"uivo","positive"
"huff","positive"
"abraço","positive"
"inoculation","anticipation"
"inoculation","trust"
"hulk","anger"
"hulk","negative"
"humano","positive"
"humanitário","anticipation"
"humanitário","positive"
"humanidade","positive"
"humilde","anger"
"humilde","fear"
"humilde","negative"
"humilde","anger"
"humilde","disgust"
"humilde","fear"
"humilde","negative"
"humilde","sadness"
"insecure","anger"
"insecure","fear"
"insecure","negative"
"insecure","sadness"
"humildemente","fear"
"humildemente","negative"
"humbug","joy"
"humbug","positive"
"humbug","trust"
"insidious","anger"
"insidious","disgust"
"insidious","fear"
"insidious","negative"
"humilhar","positive"
"humilhante","negative"
"humilhação","anger"
"humilhação","negative"
"humilhação","sadness"
"humildade","negative"
"humorista","negative"
"bem humorado","fear"
"bem humorado","negative"
"bem humorado","sadness"
"bem humorado","surprise"
"palpite","fear"
"palpite","negative"
"palpite","sadness"
"palpite","trust"
"com fome","positive"
"caçador","anticipation"
"caçador","joy"
"caçador","positive"
"Caçando","anticipation"
"Caçando","joy"
"Caçando","positive"
"Caçando","trust"
"hurrah","joy"
"hurrah","positive"
"hurrah","surprise"
"hurrah","trust"
"instability","disgust"
"instability","fear"
"instability","negative"
"furacão","anticipation"
"apressado","negative"
"instigation","negative"
"pressa","anger"
"pressa","disgust"
"pressa","fear"
"pressa","positive"
"institute","trust"
"machucar","positive"
"machucar","trust"
"doloroso","positive"
"doloroso","trust"
"machucando","anticipation"
"machucando","trust"
"husbandry","anticipation"
"husbandry","positive"
"husbandry","trust"
"silêncio","positive"
"traficante","anger"
"traficante","negative"
"cabana","negative"
"hidra","negative"
"hidrocefalia","trust"
"higiênico","anger"
"higiênico","disgust"
"higiênico","negative"
"higiênico","sadness"
"higiênico","surprise"
"hino","anger"
"hino","disgust"
"hino","fear"
"hino","negative"
"hino","sadness"
"hype","positive"
"hype","trust"
"hipérbole","negative"
"hipertrofia","fear"
"hipertrofia","negative"
"hipertrofia","sadness"
"hipocrisia","anger"
"hipocrisia","negative"
"hipócrita","positive"
"hipócrita","trust"
"hipócrita","positive"
"hipócrita","trust"
"intellect","positive"
"hipótese","positive"
"histeria","fear"
"histeria","joy"
"histeria","positive"
"histeria","trust"
"histérico","positive"
"histérico","trust"
"idealismo","trust"
"idiotice","anticipation"
"idiotice","positive"
"idiota","anger"
"idiota","disgust"
"idiota","fear"
"idiota","joy"
"idiota","negative"
"idiota","positive"
"idiota","surprise"
"idiota","trust"
"inter","negative"
"inter","sadness"
"idiota","fear"
"idiota","sadness"
"intercession","trust"
"usuário","positive"
"ídolo","negative"
"idolatria","positive"
"ignorância","disgust"
"ignorância","positive"
"ignorância","sadness"
"ignorante","positive"
"ignorar","negative"
"eu vou","anticipation"
"ilegal","disgust"
"ilegal","positive"
"ilegal","trust"
"ilegalidade","positive"
"ilegível","positive"
"ilegítimo","negative"
"ilegítimo","sadness"
"ilícito","anger"
"ilícito","anticipation"
"ilícito","negative"
"ilícito","positive"
"analfabeto","anticipation"
"doença","fear"
"interrogation","fear"
"ilógico","anger"
"ilógico","negative"
"ilógico","surprise"
"iluminar","negative"
"iluminar","sadness"
"iluminação","negative"
"iluminação","positive"
"iluminação","sadness"
"interviewer","fear"
"ilusão","negative"
"intestinal","disgust"
"ilustrar","anticipation"
"ilustrar","joy"
"ilustrar","positive"
"ilustrar","trust"
"ilustre","anticipation"
"ilustre","fear"
"ilustre","joy"
"imaginativa","fear"
"imaginativa","negative"
"imitado","anger"
"imitado","fear"
"imitado","negative"
"imitação","anger"
"imitação","negative"
"imaculado","anger"
"imaculado","disgust"
"imaculado","fear"
"imaculado","negative"
"imaturo","anger"
"imaturo","disgust"
"imaturo","fear"
"imaturo","negative"
"imaturo","sadness"
"imaturidade","positive"
"imediatismo","disgust"
"imediatismo","negative"
"imediatamente","anger"
"imediatamente","negative"
"imenso","positive"
"imergir","anticipation"
"imergir","fear"
"imergir","negative"
"imergir","surprise"
"imigrante","anger"
"imigrante","fear"
"imigrante","negative"
"imigrante","surprise"
"iminente","fear"
"iminente","negative"
"imoral","anger"
"imoral","disgust"
"imoral","fear"
"imoral","negative"
"imoral","surprise"
"imoralidade","positive"
"imoralidade","trust"
"imortal","positive"
"imortalidade","anticipation"
"imovel","anger"
"imovel","fear"
"imovel","negative"
"imovel","sadness"
"imovel","surprise"
"imunização","anger"
"imunização","fear"
"imunização","negative"
"imunização","sadness"
"prejudicar","sadness"
"prejuízo","negative"
"invalidation","negative"
"transmitir","negative"
"imparcial","positive"
"imparcialidade","anger"
"imparcialidade","negative"
"intransitável","positive"
"impaciência","positive"
"impaciente","positive"
"impeach","anticipation"
"impeachment","positive"
"impecável","anticipation"
"impecável","positive"
"impedir","anticipation"
"impedir","joy"
"impedir","positive"
"impedir","surprise"
"impedir","trust"
"iminente","anticipation"
"iminente","joy"
"iminente","positive"
"iminente","surprise"
"iminente","trust"
"invocation","anticipation"
"invocation","trust"
"impenetrável","anticipation"
"imperfeição","negative"
"imperfeitamente","anger"
"imperfeitamente","negative"
"impermeável","anger"
"personificar","anger"
"personificar","negative"
"representação","anger"
"representação","negative"
"impermeável","fear"
"iron","positive"
"iron","trust"
"implacável","negative"
"implicar","disgust"
"implicar","fear"
"implicar","negative"
"indelicado","negative"
"importância","anger"
"importância","fear"
"importância","negative"
"importância","sadness"
"importante","positive"
"imposição","positive"
"imposição","trust"
"impossível","negative"
"impotência","negative"
"impotente","negative"
"confiscado","fear"
"confiscado","negative"
"confiscado","sadness"
"impraticável","negative"
"impressionar","negative"
"impressão","negative"
"impressionável","anger"
"impressionável","negative"
"aprisionar","anger"
"aprisionar","negative"
"preso","anger"
"preso","disgust"
"preso","negative"
"irritation","anger"
"irritation","disgust"
"irritation","negative"
"irritation","sadness"
"prisão","sadness"
"isolated","fear"
"isolated","negative"
"isolated","sadness"
"impropriedade","negative"
"impropriedade","sadness"
"melhorar","anger"
"jabber","negative"
"melhorado","anticipation"
"melhorado","joy"
"melhorado","positive"
"melhorado","surprise"
"melhoria","fear"
"melhoria","negative"
"melhoria","sadness"
"melhorando","positive"
"improvisação","disgust"
"improvisar","negative"
"imprudente","fear"
"imprudente","negative"
"imprudente","sadness"
"impuro","fear"
"impuro","negative"
"impureza","fear"
"imputação","anger"
"imputação","disgust"
"imputação","negative"
"incapacidade","anger"
"incapacidade","disgust"
"incapacidade","fear"
"incapacidade","negative"
"incapacidade","sadness"
"jeopardize","anger"
"jeopardize","fear"
"jeopardize","negative"
"inacessível","anticipation"
"inacessível","fear"
"inacessível","negative"
"impreciso","anger"
"impreciso","surprise"
"inação","joy"
"inação","positive"
"inação","surprise"
"inatividade","positive"
"inadequação","disgust"
"inadequação","negative"
"inadequado","positive"
"inadmissível","positive"
"inalienável","negative"
"inane","joy"
"inane","positive"
"inane","surprise"
"joking","positive"
"inaplicável","surprise"
"inapropriado","negative"
"desatenção","trust"
"inaudível","positive"
"inaugural","anticipation"
"inaugural","fear"
"inaugural","joy"
"inaugural","positive"
"inauguração","trust"
"incalculável","joy"
"incalculável","positive"
"incapacidade","joy"
"incapacidade","positive"
"joyful","joy"
"joyful","positive"
"joyful","trust"
"encarceramento","joy"
"encarceramento","positive"
"em caso","joy"
"em caso","positive"
"em caso","surprise"
"em caso","trust"
"incendiário","joy"
"incendiário","positive"
"incendiário","surprise"
"incenso","surprise"
"incessante","anticipation"
"incessante","positive"
"incessante","trust"
"incesto","anticipation"
"incesto","trust"
"incestuoso","positive"
"incestuoso","trust"
"incidente","negative"
"incineração","joy"
"incineração","positive"
"incisivo","fear"
"incitar","negative"
"inclemente","negative"
"inclinar","sadness"
"incluir","trust"
"incluído","trust"
"Incluindo","positive"
"Incluindo","trust"
"inclusão","positive"
"inclusão","trust"
"inclusive","positive"
"juvenile","negative"
"incoerente","positive"
"renda","positive"
"incompatível","sadness"
"incompetência","negative"
"incompetente","fear"
"incompletude","positive"
"incompreensível","positive"
"incongruente","fear"
"incongruente","trust"
"inconseqüente","anger"
"inconseqüente","negative"
"inconsiderado","anger"
"inconsistência","anger"
"inconsistência","fear"
"inconsistência","negative"
"inconsistência","sadness"
"inconsistência","surprise"
"incontinência","fear"
"incontinência","negative"
"incontinência","sadness"
"inconveniente","anger"
"inconveniente","fear"
"inconveniente","negative"
"inconveniente","sadness"
"incorreta","joy"
"incorreta","positive"
"incorreta","trust"
"aumentar","positive"
"kindred","anticipation"
"kindred","joy"
"kindred","positive"
"kindred","trust"
"incrédulo","positive"
"incriminação","anticipation"
"incriminação","joy"
"incriminação","positive"
"incriminação","surprise"
"incubus","disgust"
"incubus","negative"
"incorrer","joy"
"incorrer","positive"
"incorrer","trust"
"incurável","positive"
"incursão","fear"
"incursão","negative"
"incursão","sadness"
"knickers","trust"
"indecência","positive"
"indecente","negative"
"indecisão","positive"
"indeciso","positive"
"indefensável","joy"
"indefensável","positive"
"indelével","trust"
"indenizar","anticipation"
"indenizar","joy"
"indenizar","positive"
"indenizar","surprise"
"indenizar","trust"
"indenização","negative"
"indenização","sadness"
"recuar","negative"
"labyrinth","anticipation"
"labyrinth","negative"
"indenture","anger"
"indenture","fear"
"indenture","negative"
"indenture","positive"
"indenture","sadness"
"indenture","trust"
"lack","negative"
"independência","negative"
"indestrutível","negative"
"indeterminado","negative"
"indiciar","negative"
"acusação","anger"
"acusação","anticipation"
"acusação","disgust"
"acusação","negative"
"acusação","sadness"
"lair","negative"
"indiferença","joy"
"indiferença","positive"
"indiferença","trust"
"indigente","disgust"
"indigente","fear"
"indigente","negative"
"indigente","sadness"
"lamenting","sadness"
"indignado","positive"
"indignação","positive"
"indistinto","trust"
"individualidade","fear"
"individualidade","negative"
"individualidade","sadness"
"indivisível","negative"
"doutrinação","negative"
"indolente","fear"
"indolente","negative"
"indolente","sadness"
"indomável","negative"
"inefável","disgust"
"inefável","negative"
"ineficaz","disgust"
"ineficaz","surprise"
"ineficaz","trust"
"ineficaz","positive"
"ineficaz","trust"
"lash","anger"
"lash","fear"
"lash","negative"
"ineficiência","negative"
"ineficiência","sadness"
"ineficiente","negative"
"inepto","anger"
"inepto","anticipation"
"inepto","disgust"
"inepto","negative"
"inepto","surprise"
"inépcia","disgust"
"inépcia","negative"
"desigualdade","positive"
"injusta","joy"
"injusta","positive"
"injusta","surprise"
"inerte","disgust"
"inerte","negative"
"imperdoável","joy"
"imperdoável","positive"
"barato","anticipation"
"barato","joy"
"barato","positive"
"barato","surprise"
"launch","anticipation"
"launch","positive"
"inexperiência","positive"
"inexperiência","trust"
"inexperiente","positive"
"inexplicável","joy"
"inexplicável","positive"
"infalibilidade","anger"
"infalibilidade","fear"
"infalibilidade","negative"
"infalível","disgust"
"infame","positive"
"infâmia","trust"
"infantil","positive"
"infantil","trust"
"lawlessness","anger"
"lawlessness","fear"
"lawlessness","negative"
"infanticídio","anger"
"infanticídio","disgust"
"infanticídio","fear"
"infanticídio","negative"
"infanticídio","sadness"
"infanticídio","surprise"
"infantil","anger"
"infantil","disgust"
"infantil","fear"
"infantil","negative"
"lax","negative"
"lax","sadness"
"infarto","disgust"
"infarto","fear"
"infarto","negative"
"infectar","negative"
"infecção","positive"
"infeccioso","positive"
"infeccioso","trust"
"inferior","trust"
"league","positive"
"inferioridade","negative"
"inferno","negative"
"leaky","negative"
"infertilidade","trust"
"infestação","positive"
"infiel","positive"
"infidelidade","negative"
"infidelidade","sadness"
"infidelidade","surprise"
"infiltração","positive"
"infinito","negative"
"infinidade","disgust"
"infinidade","fear"
"infinidade","negative"
"enfermo","disgust"
"enfermo","negative"
"enfermidade","surprise"
"inflamação","positive"
"legal","positive"
"legal","trust"
"inflado","anger"
"inflado","fear"
"inflado","joy"
"inflado","positive"
"inflado","trust"
"inflação","positive"
"infligir","positive"
"inflicção","positive"
"influência","trust"
"influente","trust"
"gripe","trust"
"leisure","anticipation"
"leisure","joy"
"leisure","positive"
"leisure","surprise"
"leisure","trust"
"informar","positive"
"em formação","positive"
"informante","disgust"
"informante","negative"
"infração","trust"
"infreqüente","positive"
"raramente","disgust"
"raramente","fear"
"raramente","negative"
"raramente","sadness"
"violação","disgust"
"violação","negative"
"violação","sadness"
"lessen","anticipation"
"lessen","negative"
"engenhoso","disgust"
"engenhoso","negative"
"herança","anticipation"
"herança","positive"
"herança","trust"
"lethal","disgust"
"lethal","fear"
"lethal","negative"
"lethal","sadness"
"inibir","negative"
"inibir","sadness"
"inóspito","anticipation"
"desumano","anticipation"
"desumano","positive"
"desumano","trust"
"desumanidade","anger"
"desumanidade","fear"
"desumanidade","negative"
"desumanidade","sadness"
"hostil","trust"
"level","positive"
"level","trust"
"inimitável","positive"
"iniqüidade","negative"
"injeção","disgust"
"injeção","negative"
"liminar","negative"
"ferir","disgust"
"ferir","negative"
"ferido","anger"
"ferido","fear"
"ferido","negative"
"ferido","trust"
"prejudicial","negative"
"prejudicial","positive"
"liberate","anger"
"liberate","anticipation"
"liberate","joy"
"liberate","positive"
"liberate","surprise"
"liberate","trust"
"prejuízo","anticipation"
"prejuízo","joy"
"prejuízo","positive"
"prejuízo","surprise"
"liberty","anticipation"
"liberty","joy"
"liberty","positive"
"liberty","surprise"
"liberty","trust"
"injustiça","positive"
"preso","disgust"
"preso","negative"
"lie","anger"
"lie","disgust"
"lie","negative"
"lie","sadness"
"inocência","trust"
"inocente","positive"
"inocentemente","fear"
"inocentemente","negative"
"inocentemente","sadness"
"inócuo","positive"
"inovar","anger"
"inovar","fear"
"inovar","surprise"
"inovação","joy"
"inovação","positive"
"inovação","trust"
"inoculação","anger"
"inoculação","negative"
"inoculação","sadness"
"inoperante","negative"
"inquiridor","fear"
"inquérito","anticipation"
"inquisitivo","positive"
"inquisitivo","trust"
"insano","negative"
"insanidade","fear"
"insanidade","positive"
"inseguro","anger"
"inseguro","joy"
"inseguro","negative"
"inseguro","sadness"
"insegurança","negative"
"insegurança","sadness"
"inseparável","positive"
"insidioso","negative"
"insígnia","anger"
"insígnia","anticipation"
"insígnia","disgust"
"insígnia","fear"
"insígnia","negative"
"insígnia","sadness"
"insignificância","negative"
"insignificante","anger"
"insignificante","disgust"
"insignificante","negative"
"insípido","negative"
"insolente","anger"
"insolente","disgust"
"insolente","negative"
"insolvência","negative"
"insolvente","negative"
"inspetor","anger"
"inspetor","negative"
"inspiração","anger"
"inspiração","disgust"
"inspiração","negative"
"inspirar","disgust"
"inspirar","negative"
"inspirado","anger"
"inspirado","disgust"
"inspirado","negative"
"instabilidade","negative"
"instalar","anticipation"
"instigar","fear"
"instigar","negative"
"instigar","sadness"
"instigação","fear"
"instigação","negative"
"instintivo","trust"
"instituto","negative"
"instruir","positive"
"instrução","sadness"
"instruções","fear"
"instruções","negative"
"instruções","sadness"
"instrutor","anger"
"instrutor","disgust"
"instrutor","fear"
"instrutor","negative"
"instrutor","sadness"
"instrumental","negative"
"instrumental","sadness"
"insuficiência","anticipation"
"insuficiente","positive"
"insuficientemente","anticipation"
"insuficientemente","sadness"
"isolamento","disgust"
"isolamento","negative"
"insulto","anticipation"
"insulto","fear"
"insulto","negative"
"insultar","disgust"
"insultar","negative"
"garantir","negative"
"insurgente","negative"
"intransponível","disgust"
"intransponível","negative"
"intransponível","positive"
"intransponível","trust"
"insurreição","positive"
"intacto","anger"
"intacto","disgust"
"intacto","fear"
"intacto","negative"
"intacto","sadness"
"intacto","surprise"
"integridade","anger"
"integridade","negative"
"integridade","sadness"
"intelecto","anger"
"intelecto","fear"
"intelecto","negative"
"intelecto","sadness"
"intelectual","negative"
"intelectual","sadness"
"inteligência","anticipation"
"loudness","anger"
"loudness","negative"
"inteligente","negative"
"louse","disgust"
"louse","negative"
"pretenda","joy"
"pretenda","positive"
"pretenda","trust"
"pretendido","joy"
"pretendido","positive"
"intenso","anticipation"
"intenso","joy"
"intenso","positive"
"intenso","sadness"
"intenso","surprise"
"intenso","trust"
"inter","joy"
"inter","positive"
"inter","trust"
"lover","anticipation"
"lover","joy"
"lover","positive"
"lover","trust"
"interceder","joy"
"interceder","positive"
"interceder","trust"
"intercessão","negative"
"intercessão","sadness"
"relação sexual","negative"
"interdição","negative"
"interdição","sadness"
"interesse","negative"
"interessado","negative"
"interessado","sadness"
"interessante","fear"
"interessante","joy"
"interessante","positive"
"interessante","surprise"
"interessante","trust"
"interferência","positive"
"interferência","trust"
"interino","anticipation"
"interino","joy"
"interino","positive"
"interino","surprise"
"interior","joy"
"interior","positive"
"interior","surprise"
"interlocutório","negative"
"interlúdio","anticipation"
"enterro","negative"
"lump","negative"
"interminável","disgust"
"interminável","negative"
"intervalo","anger"
"intervalo","disgust"
"intervalo","fear"
"intervalo","negative"
"intervalo","sadness"
"interrogar","anger"
"interrogar","disgust"
"interrogar","fear"
"interrogar","negative"
"interrogatório","surprise"
"interromper","negative"
"interrompido","negative"
"intervenção","disgust"
"intervenção","negative"
"entrevistador","negative"
"intestate","negative"
"intestinal","anticipation"
"intestinal","joy"
"intestinal","positive"
"lush","disgust"
"lush","negative"
"lush","sadness"
"íntimo","anticipation"
"íntimo","negative"
"intimamente","joy"
"intimamente","positive"
"intimidar","negative"
"intimidação","positive"
"intolerável","disgust"
"intolerância","positive"
"intolerante","joy"
"intolerante","positive"
"luxury","joy"
"luxury","positive"
"entonação","anger"
"entonação","disgust"
"entonação","negative"
"intoxicado","anger"
"intoxicado","disgust"
"intoxicado","fear"
"intoxicado","negative"
"intoxicado","sadness"
"intratável","joy"
"intratável","positive"
"intrépido","joy"
"intrépido","positive"
"intriga","fear"
"intriga","negative"
"intruso","trust"
"intrusão","anger"
"intrusão","disgust"
"intrusão","fear"
"intrusão","negative"
"intrusão","sadness"
"intrusivo","anger"
"intrusivo","fear"
"intrusivo","negative"
"intuição","anger"
"intuição","fear"
"intuição","negative"
"intuitivo","anger"
"intuitivo","fear"
"intuitivo","negative"
"intuitivamente","fear"
"intuitivamente","negative"
"invadir","fear"
"invasor","disgust"
"invasor","negative"
"inválido","anticipation"
"inválido","joy"
"inválido","positive"
"inválido","surprise"
"invalidar","surprise"
"invalidação","positive"
"invalidação","trust"
"invalidez","positive"
"invariavelmente","positive"
"invasão","anticipation"
"invasão","joy"
"invasão","positive"
"invasão","trust"
"magnificent","anticipation"
"magnificent","joy"
"magnificent","positive"
"magnificent","surprise"
"magnificent","trust"
"inventivo","positive"
"inventor","anticipation"
"investigar","positive"
"investigação","positive"
"investigação","trust"
"revigorar","trust"
"convite","anticipation"
"convite","joy"
"convite","positive"
"convite","surprise"
"convite","trust"
"convite","positive"
"convite","trust"
"major","positive"
"convidativo","joy"
"convidativo","positive"
"convidativo","trust"
"invocação","negative"
"invocar","negative"
"involuntário","negative"
"involuntário","sadness"
"involução","disgust"
"involução","fear"
"involução","negative"
"involução","sadness"
"envolvimento","anger"
"envolvimento","disgust"
"envolvimento","fear"
"envolvimento","negative"
"envolvimento","sadness"
"irado","disgust"
"irado","negative"
"ira","negative"
"íris","anger"
"íris","fear"
"íris","negative"
"ferro","anger"
"ferro","disgust"
"ferro","fear"
"ferro","negative"
"ferro","sadness"
"ferros","anger"
"ferros","disgust"
"ferros","negative"
"irracional","fear"
"irracional","negative"
"irracional","sadness"
"irracionalidade","anger"
"irracionalidade","fear"
"irracionalidade","negative"
"irreconciliável","anger"
"irreconciliável","negative"
"irredutível","trust"
"irrefutável","positive"
"irrefutável","trust"
"irregular","positive"
"irregular","trust"
"irregularidade","fear"
"irregularidade","negative"
"irrelevante","positive"
"irrelevante","trust"
"irreparável","disgust"
"irreparável","fear"
"irreparável","negative"
"irresponsável","anger"
"irresponsável","disgust"
"irresponsável","fear"
"irresponsável","negative"
"irresponsável","sadness"
"irreverente","positive"
"irrevogável","negative"
"irritabilidade","anger"
"irritabilidade","fear"
"irritabilidade","negative"
"irritável","negative"
"irritante","fear"
"manifested","positive"
"irritação","negative"
"isolar","anger"
"isolar","fear"
"isolar","negative"
"isolado","positive"
"isolamento","positive"
"mannered","positive"
"jab","positive"
"jabber","anger"
"jabber","disgust"
"jabber","fear"
"jabber","negative"
"jabber","sadness"
"jabber","surprise"
"manual","trust"
"manufacturer","positive"
"jackpot","disgust"
"jackpot","negative"
"cadeia","negative"
"geléia","positive"
"zelador","negative"
"zelador","sadness"
"marine","trust"
"jargão","positive"
"chocante","positive"
"icterícia","negative"
"mandíbulas","positive"
"com ciumes","anticipation"
"com ciumes","joy"
"com ciumes","positive"
"com ciumes","trust"
"ciúmes","joy"
"ciúmes","positive"
"ciúmes","trust"
"comprometer","anticipation"
"comprometer","fear"
"comprometer","joy"
"comprometer","positive"
"comprometer","surprise"
"comprometer","trust"
"perigo","positive"
"perigo","trust"
"martial","anger"
"empurrão","negative"
"brincadeira","fear"
"brincadeira","negative"
"brincadeira","sadness"
"trabalho","fear"
"trabalho","negative"
"trabalho","sadness"
"John","positive"
"John","surprise"
"Junte-se","joy"
"Junte-se","positive"
"ingressou","joy"
"ingressou","positive"
"gracejo","positive"
"palhaço","anger"
"palhaço","disgust"
"palhaço","fear"
"palhaço","negative"
"massacre","anger"
"massacre","disgust"
"massacre","fear"
"massacre","negative"
"massacre","sadness"
"brincadeira","joy"
"brincadeira","positive"
"master","positive"
"solavanco","joy"
"solavanco","positive"
"jornada","anger"
"jornada","joy"
"jornada","positive"
"jornada","trust"
"jornalismo","anticipation"
"jornalista","positive"
"jornalista","trust"
"viagem","negative"
"viajante","disgust"
"viajante","negative"
"jovial","anticipation"
"jovial","negative"
"jovial","positive"
"alegria","trust"
"matrimony","anticipation"
"matrimony","joy"
"matrimony","positive"
"matrimony","trust"
"alegre","positive"
"alegre","trust"
"mausoleum","sadness"
"feliz","trust"
"maximum","positive"
"jubilante","positive"
"jubileu","positive"
"julgamento","negative"
"judicial","negative"
"judicial","sadness"
"judiciário","disgust"
"judiciário","fear"
"judiciário","negative"
"judiciário","sadness"
"judicioso","trust"
"desordem","positive"
"desordem","trust"
"medal","anticipation"
"medal","joy"
"medal","positive"
"medal","surprise"
"medal","trust"
"saltar","anger"
"saltar","negative"
"selva","anticipation"
"selva","positive"
"selva","trust"
"lixo","positive"
"mediator","anticipation"
"mediator","positive"
"mediator","trust"
"junta","anticipation"
"junta","fear"
"junta","positive"
"junta","trust"
"jurisprudência","negative"
"jurista","negative"
"júri","anticipation"
"júri","joy"
"júri","positive"
"júri","trust"
"justiça","positive"
"justificável","positive"
"justificação","sadness"
"juvenil","negative"
"juvenil","sadness"
"lembrança","negative"
"lembrança","sadness"
"ken","fear"
"ken","negative"
"canil","anger"
"canil","negative"
"canil","sadness"
"kern","negative"
"kern","sadness"
"querosene","positive"
"keynote","joy"
"keynote","positive"
"keynote","surprise"
"keynote","trust"
"keystone","sadness"
"khan","anger"
"khan","fear"
"khan","negative"
"pontapé","anger"
"pontapé","fear"
"pontapé","negative"
"chutando","positive"
"raptar","negative"
"mate","positive"
"matando","positive"
"matando","trust"
"tipo","fear"
"tipo","negative"
"bondade","trust"
"merciful","positive"
"parentesco","fear"
"parentesco","negative"
"rei","positive"
"beijo","anticipation"
"beijo","positive"
"pipa","positive"
"pipa","trust"
"gatinho","joy"
"gatinho","positive"
"gatinho","trust"
"knack","joy"
"knack","positive"
"knack","surprise"
"knell","joy"
"knell","positive"
"calcinhas","disgust"
"calcinhas","negative"
"cavaleiro","trust"
"atada","disgust"
"atada","negative"
"conhecendo","negative"
"conhecimento","negative"
"kudos","positive"
"rótulo","positive"
"trabalho","trust"
"microscopy","positive"
"trabalhado","anticipation"
"trabalhado","joy"
"trabalhado","negative"
"trabalhado","positive"
"trabalhado","trust"
"trabalhoso","positive"
"labirinto","anger"
"labirinto","fear"
"labirinto","joy"
"labirinto","positive"
"labirinto","trust"
"renda","disgust"
"renda","negative"
"military","fear"
"falta","anger"
"falta","fear"
"falta","negative"
"falta","sadness"
"mill","anticipation"
"em falta","positive"
"sem brilho","negative"
"sem brilho","surprise"
"carregado","positive"
"lag","positive"
"atrasado","negative"
"minimum","negative"
"covil","joy"
"covil","positive"
"covil","trust"
"Cordeiro","negative"
"lamento","anticipation"
"lamento","joy"
"lamento","positive"
"lamento","surprise"
"lamento","trust"
"lamentando","joy"
"lamentando","positive"
"lamentando","surprise"
"terra","disgust"
"terra","negative"
"desembarcou","joy"
"desembarcou","positive"
"marco","anger"
"marco","disgust"
"marco","negative"
"marco","surprise"
"deslizamento de terra","fear"
"deslizamento de terra","negative"
"deslizamento de terra","sadness"
"languido","negative"
"definhar","negative"
"definhando","anger"
"definhando","disgust"
"definhando","fear"
"definhando","negative"
"lapso","disgust"
"lapso","negative"
"furto","anger"
"furto","disgust"
"furto","negative"
"furto","sadness"
"maior","negative"
"maior","sadness"
"misery","anger"
"misery","disgust"
"misery","fear"
"misery","negative"
"misery","sadness"
"laser","fear"
"laser","negative"
"laser","sadness"
"chicote","disgust"
"chicote","negative"
"tarde","disgust"
"tarde","fear"
"tarde","negative"
"tarde","sadness"
"tarde","surprise"
"atraso","negative"
"latente","anger"
"latente","fear"
"latente","negative"
"latente","trust"
"latrinas","anger"
"latrinas","disgust"
"latrinas","negative"
"louvável","negative"
"mismatch","negative"
"rir","negative"
"risível","anger"
"risível","disgust"
"risível","negative"
"rindo","negative"
"riso","negative"
"lançamento","negative"
"lançamento","sadness"
"laureado","anger"
"laureado","negative"
"louro","fear"
"louros","fear"
"louros","negative"
"louros","sadness"
"lava","positive"
"lavatório","anger"
"lavatório","disgust"
"lavatório","negative"
"generoso","negative"
"generoso","sadness"
"mistaken","fear"
"mistaken","negative"
"lei","anger"
"lei","disgust"
"lei","negative"
"legal","disgust"
"legal","fear"
"legal","negative"
"misunderstand","negative"
"ilegalidade","anger"
"ilegalidade","negative"
"ilegalidade","sadness"
"misuse","negative"
"ação judicial","disgust"
"ação judicial","negative"
"advogado","fear"
"advogado","sadness"
"moat","trust"
"lax","anger"
"lax","fear"
"lax","negative"
"mobile","anticipation"
"laxante","disgust"
"laxante","negative"
"preguiçoso","anger"
"preguiçoso","disgust"
"preguiçoso","negative"
"preguiçoso","sadness"
"conduzir","positive"
"líder","positive"
"conduzindo","positive"
"conduzindo","trust"
"liga","positive"
"liga","trust"
"vazamento","positive"
"vazamento","surprise"
"molestation","anger"
"molestation","disgust"
